",PRI,Ásíẹ́lì,e706, "
",PRI,àgbelèbú,e038, "
",PRI,Aleksáńdéríà,eb5a, "
",PRI,àwọn_díẹ̀,e29b, "
",PRI,wá,e25a, "
",PRI,wọn,e125, "
",PRI,wọ̀n,e0e6, "
",PRI,None,ea16, "
",ALT1,Áddónì,e4ce, "
",ALT2,Ádnà,e782, "
",ALT3,Náftálì_abúlé,e502, "
