,Aaron,Aaron,eb0d,Acts 7:40
,Abarim,Abarim,e38b,Numbers 27:12
,Abdiel,Abdiel,e626,1 Chronicles 5:15
,Abdon man,Abdon man,e51c,Judges 12:13
,Abdon village,Abdon village,e605,Joshua 21:30
,Abel,Abel,ea96,Genesis 4:25
,Abel Beth Maakah,Abel Beth Maakah,e5cb,1 Kings 15:20
,Abel Keramim,Abel Keramim,e558,Judges 11:33
",",",",",",e000,comma
.,.,.,e001,period
',',',e002,singleq quote
“,“,“,e003,double quote
?,?,?,e004,question
,ˊ,ˊ,e005,02ca acute accent 
